16.036, 0.586, 0.613, 0.51, 0.553, 10.044, 0.864, 0.549, 0.458, 0.335, 9.284, 0.734, 0.354, 0.339, 0.331, 6.674, 1.187, 0.436, 0.319, 0.189, 2.24, 1.339, 0.784, 1.053, 0.504, 1.199, 0.47, 0.466, 0.503, 0.342, 0.631, 0.38, 0.274, 0.105, 0.095, 0.558, 0.54, 0.552, 0.239, 0.147, 1.302, 1.199, 0.605, 0.378, 0.521, 1.465, 1.4, 1.288, 1.295, 1.847, 7.513, 0.957, 0.642, 0.411, 0.327, 7.925, 1.295, 0.628, 0.443, 0.463, 6.558, 1.768, 1.054, 0.617, 0.339, 11.975, 0.567, 0.559, 0.434, 0.494
11.461, 0.654, 0.718, 0.517, 0.579, 6.015, 0.758, 0.593, 0.479, 0.345, 7.516, 0.825, 0.478, 0.4, 0.348, 4.439, 1.406, 0.483, 0.328, 0.175, 1.879, 1.745, 0.866, 1.123, 0.473, 1.075, 0.657, 0.563, 0.54, 0.334, 0.557, 0.379, 0.275, 0.097, 0.095, 0.566, 0.535, 0.483, 0.27, 0.147, 1.297, 1.033, 0.622, 0.443, 0.558, 1.37, 1.372, 1.419, 1.477, 1.834, 5.487, 1.023, 0.677, 0.457, 0.337, 6.079, 1.231, 0.752, 0.53, 0.487, 4.043, 1.882, 1.396, 0.627, 0.36, 7.871, 0.57, 0.618, 0.462, 0.501
8.351, 0.739, 0.857, 0.56, 0.596, 3.699, 0.818, 0.623, 0.504, 0.355, 6.299, 0.926, 0.647, 0.464, 0.347, 3.203, 1.592, 0.503, 0.35, 0.172, 1.733, 2.12, 0.948, 1.122, 0.458, 1.021, 0.841, 0.688, 0.554, 0.316, 0.546, 0.396, 0.313, 0.098, 0.091, 0.611, 0.548, 0.402, 0.291, 0.142, 1.297, 0.901, 0.638, 0.497, 0.595, 1.285, 1.338, 1.515, 1.638, 1.751, 4.084, 1.132, 0.764, 0.494, 0.353, 4.807, 1.205, 0.927, 0.631, 0.492, 2.659, 2.048, 1.692, 0.612, 0.403, 5.098, 0.615, 0.71, 0.494, 0.494
6.627, 0.891, 1.039, 0.627, 0.595, 2.808, 1.062, 0.613, 0.535, 0.363, 5.534, 1.108, 0.855, 0.518, 0.329, 2.79, 1.745, 0.499, 0.381, 0.18, 1.75, 2.36, 1.015, 1.052, 0.456, 1.02, 0.971, 0.815, 0.549, 0.294, 0.586, 0.417, 0.378, 0.104, 0.085, 0.689, 0.575, 0.332, 0.297, 0.135, 1.297, 0.808, 0.63, 0.53, 0.633, 1.228, 1.304, 1.505, 1.735, 1.63, 3.232, 1.314, 0.897, 0.514, 0.366, 4.087, 1.312, 1.167, 0.719, 0.476, 2.12, 2.195, 1.833, 0.581, 0.448, 3.557, 0.749, 0.864, 0.529, 0.478
5.741, 1.184, 1.26, 0.71, 0.578, 2.708, 1.544, 0.552, 0.574, 0.369, 4.928, 1.447, 1.086, 0.555, 0.306, 2.803, 1.965, 0.484, 0.414, 0.193, 1.816, 2.423, 1.055, 0.945, 0.467, 0.995, 1.01, 0.907, 0.533, 0.275, 0.622, 0.425, 0.452, 0.115, 0.079, 0.763, 0.61, 0.29, 0.288, 0.13, 1.265, 0.774, 0.604, 0.536, 0.67, 1.205, 1.307, 1.401, 1.764, 1.521, 2.703, 1.676, 1.062, 0.518, 0.365, 3.692, 1.657, 1.467, 0.773, 0.45, 2.01, 2.364, 1.788, 0.557, 0.474, 2.812, 1.03, 1.106, 0.567, 0.472
5.14, 1.673, 1.503, 0.806, 0.561, 2.861, 2.348, 0.464, 0.629, 0.376, 4.258, 1.969, 1.313, 0.584, 0.29, 2.918, 2.388, 0.474, 0.449, 0.21, 1.846, 2.351, 1.058, 0.861, 0.502, 0.936, 0.966, 0.931, 0.523, 0.268, 0.632, 0.414, 0.509, 0.13, 0.076, 0.825, 0.636, 0.279, 0.27, 0.13, 1.214, 0.813, 0.587, 0.527, 0.705, 1.224, 1.391, 1.285, 1.762, 1.473, 2.277, 2.312, 1.231, 0.522, 0.348, 3.389, 2.276, 1.799, 0.789, 0.428, 2.011, 2.681, 1.615, 0.58, 0.47, 2.399, 1.477, 1.459, 0.613, 0.501
4.704, 2.286, 1.738, 0.93, 0.557, 3.138, 3.451, 0.388, 0.711, 0.39, 3.594, 2.573, 1.504, 0.636, 0.293, 3.131, 3.059, 0.477, 0.506, 0.232, 1.967, 2.236, 1.022, 0.86, 0.583, 0.969, 0.873, 0.879, 0.539, 0.278, 0.668, 0.386, 0.536, 0.159, 0.078, 0.898, 0.639, 0.285, 0.256, 0.136, 1.243, 0.934, 0.591, 0.535, 0.739, 1.333, 1.567, 1.243, 1.812, 1.519, 1.987, 3.181, 1.348, 0.561, 0.316, 3.188, 3.057, 2.095, 0.8, 0.418, 2.146, 3.213, 1.421, 0.687, 0.439, 2.222, 1.997, 1.9, 0.693, 0.579
4.766, 2.899, 1.922, 1.096, 0.581, 3.66, 4.694, 0.36, 0.833, 0.413, 3.33, 3.104, 1.631, 0.75, 0.32, 3.699, 3.89, 0.493, 0.618, 0.263, 2.437, 2.159, 0.966, 0.976, 0.725, 1.341, 0.78, 0.772, 0.6, 0.307, 0.834, 0.361, 0.53, 0.219, 0.087, 1.049, 0.629, 0.289, 0.261, 0.146, 1.482, 1.136, 0.618, 0.608, 0.774, 1.585, 1.81, 1.356, 2.002, 1.659, 2.174, 4.138, 1.369, 0.683, 0.282, 3.416, 3.824, 2.293, 0.864, 0.423, 2.652, 3.93, 1.283, 0.897, 0.4, 2.52, 2.477, 2.356, 0.834, 0.702
5.732, 3.372, 2.024, 1.292, 0.635, 4.808, 5.857, 0.399, 0.991, 0.443, 3.94, 3.421, 1.681, 0.94, 0.368, 5.017, 4.719, 0.518, 0.792, 0.306, 3.54, 2.181, 0.921, 1.193, 0.919, 2.272, 0.734, 0.655, 0.714, 0.352, 1.251, 0.361, 0.505, 0.318, 0.102, 1.394, 0.639, 0.286, 0.296, 0.156, 2.123, 1.392, 0.664, 0.77, 0.819, 2.073, 2.055, 1.651, 2.339, 1.869, 3.228, 4.942, 1.299, 0.909, 0.26, 4.566, 4.385, 2.374, 1.029, 0.436, 3.789, 4.657, 1.227, 1.179, 0.377, 3.522, 2.803, 2.747, 1.047, 0.843
7.662, 3.573, 2.025, 1.481, 0.709, 6.546, 6.69, 0.489, 1.153, 0.473, 5.527, 3.436, 1.651, 1.18, 0.427, 7.071, 5.343, 0.55, 1.003, 0.358, 5.312, 2.303, 0.897, 1.448, 1.133, 3.789, 0.749, 0.563, 0.863, 0.409, 1.914, 0.398, 0.474, 0.449, 0.121, 1.935, 0.692, 0.279, 0.361, 0.163, 3.142, 1.639, 0.712, 1.006, 0.875, 2.771, 2.2, 2.063, 2.723, 2.115, 5.173, 5.329, 1.163, 1.216, 0.26, 6.709, 4.586, 2.346, 1.298, 0.449, 5.503, 5.13, 1.2, 1.456, 0.387, 5.204, 2.884, 2.996, 1.308, 0.962
10.134, 3.456, 1.936, 1.613, 0.78, 8.646, 7.014, 0.594, 1.275, 0.499, 7.727, 3.161, 1.551, 1.407, 0.482, 9.52, 5.617, 0.589, 1.193, 0.41, 7.434, 2.475, 0.879, 1.674, 1.327, 5.617, 0.812, 0.504, 1.013, 0.473, 2.69, 0.468, 0.44, 0.585, 0.141, 2.597, 0.785, 0.278, 0.441, 0.166, 4.374, 1.808, 0.738, 1.255, 0.934, 3.595, 2.192, 2.492, 3.005, 2.359, 7.657, 5.164, 1.002, 1.543, 0.281, 9.472, 4.391, 2.241, 1.613, 0.455, 7.499, 5.165, 1.137, 1.642, 0.43, 7.213, 2.704, 3.056, 1.563, 1.023
12.34, 3.074, 1.777, 1.644, 0.824, 10.474, 6.778, 0.685, 1.312, 0.514, 9.78, 2.698, 1.394, 1.551, 0.519, 11.648, 5.493, 0.631, 1.297, 0.447, 9.278, 2.632, 0.839, 1.838, 1.464, 7.222, 0.888, 0.466, 1.124, 0.537, 3.332, 0.547, 0.403, 0.69, 0.156, 3.185, 0.88, 0.289, 0.514, 0.164, 5.455, 1.847, 0.727, 1.44, 0.976, 4.338, 2.041, 2.862, 3.064, 2.565, 9.976, 4.497, 0.854, 1.803, 0.308, 11.993, 3.881, 2.088, 1.875, 0.447, 9.192, 4.738, 1.015, 1.679, 0.488, 8.919, 2.327, 2.921, 1.742, 1.006
13.517, 2.544, 1.574, 1.56, 0.823, 11.52, 6.074, 0.745, 1.243, 0.519, 10.969, 2.181, 1.2, 1.565, 0.525, 12.859, 5.013, 0.661, 1.273, 0.458, 10.246, 2.715, 0.784, 1.946, 1.518, 8.093, 0.931, 0.425, 1.167, 0.591, 3.624, 0.602, 0.353, 0.729, 0.161, 3.568, 0.922, 0.317, 0.554, 0.157, 6.131, 1.732, 0.702, 1.5, 0.978, 4.845, 1.798, 3.148, 2.881, 2.708, 11.512, 3.526, 0.755, 1.921, 0.323, 13.522, 3.205, 1.898, 1.992, 0.421, 10.123, 3.987, 0.875, 1.559, 0.534, 9.748, 1.855, 2.616, 1.789, 0.919
13.217, 1.991, 1.356, 1.389, 0.779, 11.384, 5.099, 0.784, 1.085, 0.516, 10.876, 1.712, 0.996, 1.454, 0.5, 12.755, 4.27, 0.685, 1.125, 0.44, 10.009, 2.684, 0.752, 2.008, 1.484, 7.974, 0.914, 0.383, 1.134, 0.626, 3.477, 0.604, 0.294, 0.69, 0.156, 3.64, 0.88, 0.381, 0.547, 0.145, 6.227, 1.523, 0.734, 1.419, 0.93, 4.981, 1.578, 3.401, 2.557, 2.778, 11.853, 2.539, 0.755, 1.867, 0.315, 13.568, 2.521, 1.697, 1.92, 0.381, 10.057, 3.159, 0.814, 1.332, 0.551, 9.454, 1.399, 2.211, 1.694, 0.792
11.543, 1.547, 1.177, 1.196, 0.709, 10.184, 4.141, 0.842, 0.894, 0.507, 9.564, 1.37, 0.844, 1.274, 0.452, 11.464, 3.438, 0.728, 0.913, 0.398, 8.705, 2.589, 0.801, 2.034, 1.375, 6.979, 0.876, 0.378, 1.039, 0.637, 2.963, 0.556, 0.255, 0.588, 0.143, 3.462, 0.801, 0.504, 0.498, 0.129, 5.837, 1.396, 0.914, 1.233, 0.841, 4.787, 1.571, 3.707, 2.231, 2.773, 11.067, 1.883, 0.94, 1.675, 0.292, 12.239, 2.02, 1.576, 1.703, 0.335, 9.15, 2.604, 0.945, 1.087, 0.535, 8.126, 1.072, 1.828, 1.505, 0.666
9.124, 1.324, 1.066, 1.058, 0.641, 8.463, 3.468, 0.956, 0.739, 0.494, 7.571, 1.208, 0.79, 1.104, 0.399, 9.568, 2.73, 0.812, 0.717, 0.344, 6.96, 2.551, 0.966, 2.028, 1.221, 5.609, 0.903, 0.452, 0.921, 0.623, 2.318, 0.494, 0.265, 0.46, 0.126, 3.2, 0.767, 0.693, 0.426, 0.111, 5.313, 1.52, 1.281, 1.006, 0.734, 4.502, 1.914, 4.092, 1.995, 2.689, 9.746, 1.793, 1.351, 1.425, 0.267, 10.21, 1.837, 1.621, 1.443, 0.294, 8.038, 2.581, 1.318, 0.907, 0.499, 6.26, 0.946, 1.568, 1.304, 0.574
6.689, 1.368, 1.032, 1.022, 0.598, 6.75, 3.205, 1.132, 0.661, 0.477, 5.552, 1.232, 0.847, 1.004, 0.358, 7.647, 2.316, 0.932, 0.602, 0.29, 5.425, 2.684, 1.226, 1.978, 1.056, 4.411, 1.066, 0.622, 0.817, 0.595, 1.784, 0.46, 0.339, 0.347, 0.11, 2.981, 0.836, 0.927, 0.356, 0.095, 4.937, 1.946, 1.779, 0.803, 0.633, 4.272, 2.583, 4.494, 1.855, 2.525, 8.408, 2.276, 1.937, 1.205, 0.257, 8.222, 2.002, 1.86, 1.242, 0.269, 7.16, 3.113, 1.876, 0.83, 0.459, 4.461, 1.032, 1.479, 1.161, 0.535
4.86, 1.626, 1.059, 1.086, 0.592, 5.395, 3.283, 1.325, 0.66, 0.46, 4.054, 1.401, 0.986, 0.986, 0.339, 6.095, 2.232, 1.057, 0.58, 0.243, 4.517, 3.015, 1.511, 1.879, 0.907, 3.75, 1.374, 0.86, 0.749, 0.561, 1.507, 0.48, 0.46, 0.272, 0.099, 2.879, 1.01, 1.152, 0.308, 0.086, 4.88, 2.565, 2.28, 0.659, 0.557, 4.232, 3.364, 4.791, 1.761, 2.285, 7.484, 3.111, 2.55, 1.063, 0.269, 6.886, 2.427, 2.24, 1.152, 0.264, 6.799, 3.954, 2.455, 0.837, 0.426, 3.168, 1.268, 1.534, 1.108, 0.55
3.86, 1.954, 1.115, 1.199, 0.622, 4.463, 3.511, 1.48, 0.69, 0.45, 3.282, 1.619, 1.141, 1.011, 0.341, 4.964, 2.389, 1.144, 0.612, 0.207, 4.278, 3.434, 1.734, 1.738, 0.791, 3.687, 1.736, 1.095, 0.72, 0.532, 1.501, 0.542, 0.588, 0.237, 0.094, 2.873, 1.222, 1.3, 0.286, 0.085, 5.127, 3.146, 2.623, 0.572, 0.509, 4.394, 3.953, 4.842, 1.625, 1.99, 7.066, 3.923, 2.995, 0.992, 0.297, 6.362, 2.917, 2.625, 1.152, 0.278, 6.871, 4.698, 2.855, 0.869, 0.402, 2.551, 1.529, 1.65, 1.116, 0.607
3.488, 2.228, 1.178, 1.297, 0.669, 3.792, 3.685, 1.561, 0.698, 0.45, 3.069, 1.807, 1.25, 1.022, 0.354, 4.089, 2.642, 1.175, 0.64, 0.184, 4.398, 3.773, 1.825, 1.568, 0.715, 3.939, 2.022, 1.246, 0.711, 0.509, 1.645, 0.613, 0.672, 0.224, 0.091, 2.85, 1.394, 1.328, 0.282, 0.091, 5.416, 3.492, 2.715, 0.514, 0.486, 4.587, 4.175, 4.622, 1.403, 1.673, 6.89, 4.432, 3.147, 0.947, 0.326, 6.326, 3.31, 2.88, 1.17, 0.3, 7.013, 5.057, 2.955, 0.866, 0.382, 2.474, 1.719, 1.745, 1.13, 0.683
