0.02, 0.022, 0.011, 0.021, 0.025, 0.012, 0.006, 0.005, 0.018, 0.02, 0.019, 0.016, 0.019, 0.015, 0.032, 0.024, 0.029, 0.029, 0.01, 0.017, 0.04, 0.037, 0.018, 0.018, 0.041, 0.022, 0.014, 0.027, 0.017, 0.014, 0.031, 0.05, 0.021, 0.033, 0.037, 0.021, 0.061, 0.051, 0.036, 0.013, 0.037, 0.043, 0.054, 0.015, 0.032, 0.02, 0.009, 0.008, 0.021, 0.01, 0.011, 0.021, 0.026, 0.022, 0.02, 0.028, 0.026, 0.011, 0.015, 0.022, 0.026, 0.086, 0.013, 0.03, 0.034, 0.058, 0.04, 0.03, 0.043, 0.048
0.022, 0.025, 0.009, 0.02, 0.025, 0.012, 0.006, 0.005, 0.019, 0.02, 0.019, 0.016, 0.016, 0.015, 0.032, 0.023, 0.031, 0.03, 0.011, 0.017, 0.039, 0.033, 0.021, 0.021, 0.04, 0.02, 0.014, 0.024, 0.013, 0.013, 0.026, 0.038, 0.022, 0.028, 0.032, 0.024, 0.063, 0.049, 0.029, 0.015, 0.037, 0.042, 0.045, 0.013, 0.031, 0.019, 0.01, 0.008, 0.019, 0.01, 0.011, 0.023, 0.022, 0.022, 0.021, 0.029, 0.025, 0.01, 0.012, 0.023, 0.021, 0.08, 0.016, 0.038, 0.032, 0.048, 0.045, 0.033, 0.045, 0.049
0.021, 0.028, 0.008, 0.02, 0.024, 0.012, 0.005, 0.005, 0.019, 0.02, 0.018, 0.015, 0.013, 0.016, 0.031, 0.022, 0.033, 0.03, 0.012, 0.018, 0.037, 0.033, 0.026, 0.025, 0.039, 0.018, 0.015, 0.022, 0.01, 0.013, 0.023, 0.031, 0.026, 0.023, 0.027, 0.029, 0.069, 0.05, 0.023, 0.016, 0.036, 0.039, 0.035, 0.012, 0.03, 0.017, 0.011, 0.008, 0.016, 0.009, 0.01, 0.025, 0.02, 0.022, 0.022, 0.03, 0.024, 0.009, 0.01, 0.024, 0.018, 0.072, 0.018, 0.046, 0.03, 0.041, 0.047, 0.036, 0.046, 0.049
0.019, 0.029, 0.007, 0.02, 0.023, 0.012, 0.005, 0.006, 0.019, 0.02, 0.017, 0.014, 0.013, 0.018, 0.029, 0.019, 0.034, 0.029, 0.013, 0.019, 0.036, 0.037, 0.033, 0.027, 0.037, 0.019, 0.016, 0.022, 0.009, 0.015, 0.021, 0.029, 0.03, 0.022, 0.025, 0.035, 0.074, 0.05, 0.02, 0.017, 0.035, 0.034, 0.027, 0.011, 0.029, 0.014, 0.011, 0.01, 0.012, 0.009, 0.009, 0.026, 0.019, 0.022, 0.023, 0.032, 0.024, 0.009, 0.009, 0.024, 0.017, 0.064, 0.021, 0.052, 0.027, 0.038, 0.045, 0.039, 0.046, 0.046
0.016, 0.027, 0.007, 0.019, 0.021, 0.012, 0.005, 0.008, 0.018, 0.02, 0.015, 0.014, 0.015, 0.02, 0.026, 0.016, 0.035, 0.03, 0.014, 0.019, 0.037, 0.043, 0.042, 0.026, 0.035, 0.023, 0.016, 0.022, 0.01, 0.017, 0.02, 0.031, 0.033, 0.025, 0.026, 0.038, 0.074, 0.05, 0.019, 0.017, 0.033, 0.028, 0.023, 0.011, 0.028, 0.011, 0.011, 0.012, 0.009, 0.008, 0.009, 0.025, 0.018, 0.021, 0.024, 0.034, 0.026, 0.009, 0.008, 0.025, 0.018, 0.057, 0.025, 0.055, 0.025, 0.039, 0.041, 0.039, 0.045, 0.041
0.014, 0.024, 0.007, 0.018, 0.019, 0.012, 0.006, 0.011, 0.018, 0.02, 0.014, 0.013, 0.018, 0.02, 0.023, 0.014, 0.036, 0.031, 0.016, 0.02, 0.038, 0.05, 0.053, 0.024, 0.032, 0.029, 0.015, 0.021, 0.011, 0.02, 0.018, 0.036, 0.035, 0.03, 0.03, 0.038, 0.069, 0.049, 0.019, 0.016, 0.03, 0.023, 0.021, 0.011, 0.028, 0.008, 0.01, 0.014, 0.007, 0.008, 0.008, 0.023, 0.017, 0.02, 0.024, 0.035, 0.029, 0.01, 0.008, 0.025, 0.021, 0.051, 0.029, 0.053, 0.024, 0.041, 0.036, 0.038, 0.042, 0.035
0.012, 0.019, 0.007, 0.015, 0.016, 0.012, 0.007, 0.014, 0.017, 0.02, 0.013, 0.014, 0.021, 0.019, 0.02, 0.012, 0.037, 0.032, 0.017, 0.02, 0.04, 0.054, 0.061, 0.021, 0.028, 0.035, 0.012, 0.019, 0.011, 0.022, 0.016, 0.041, 0.035, 0.035, 0.036, 0.037, 0.058, 0.047, 0.022, 0.015, 0.027, 0.021, 0.022, 0.011, 0.028, 0.007, 0.01, 0.014, 0.007, 0.008, 0.009, 0.02, 0.015, 0.018, 0.026, 0.034, 0.031, 0.012, 0.01, 0.025, 0.027, 0.047, 0.036, 0.048, 0.024, 0.043, 0.031, 0.035, 0.038, 0.03
0.011, 0.014, 0.007, 0.013, 0.014, 0.012, 0.008, 0.016, 0.017, 0.02, 0.013, 0.015, 0.022, 0.017, 0.018, 0.011, 0.037, 0.032, 0.019, 0.02, 0.042, 0.057, 0.065, 0.019, 0.026, 0.04, 0.01, 0.017, 0.011, 0.024, 0.014, 0.045, 0.036, 0.038, 0.041, 0.035, 0.046, 0.043, 0.025, 0.014, 0.024, 0.022, 0.024, 0.011, 0.027, 0.005, 0.01, 0.013, 0.007, 0.008, 0.009, 0.018, 0.014, 0.017, 0.028, 0.03, 0.032, 0.016, 0.011, 0.025, 0.037, 0.045, 0.045, 0.042, 0.026, 0.043, 0.028, 0.031, 0.035, 0.026
0.011, 0.009, 0.009, 0.011, 0.012, 0.012, 0.008, 0.017, 0.018, 0.02, 0.013, 0.015, 0.02, 0.014, 0.016, 0.012, 0.035, 0.029, 0.02, 0.02, 0.042, 0.058, 0.063, 0.02, 0.024, 0.041, 0.009, 0.014, 0.01, 0.024, 0.013, 0.047, 0.038, 0.038, 0.044, 0.035, 0.037, 0.04, 0.029, 0.014, 0.021, 0.026, 0.026, 0.012, 0.026, 0.005, 0.01, 0.011, 0.006, 0.008, 0.009, 0.015, 0.013, 0.016, 0.031, 0.024, 0.031, 0.022, 0.013, 0.026, 0.048, 0.043, 0.054, 0.035, 0.028, 0.042, 0.025, 0.027, 0.033, 0.026
0.011, 0.007, 0.013, 0.011, 0.012, 0.012, 0.007, 0.018, 0.018, 0.021, 0.014, 0.016, 0.018, 0.011, 0.015, 0.015, 0.03, 0.023, 0.02, 0.019, 0.04, 0.058, 0.058, 0.023, 0.023, 0.038, 0.011, 0.013, 0.009, 0.023, 0.013, 0.047, 0.041, 0.036, 0.044, 0.037, 0.035, 0.038, 0.034, 0.015, 0.019, 0.029, 0.026, 0.013, 0.026, 0.004, 0.01, 0.008, 0.006, 0.008, 0.01, 0.013, 0.013, 0.016, 0.035, 0.019, 0.029, 0.029, 0.014, 0.027, 0.058, 0.041, 0.061, 0.03, 0.029, 0.039, 0.022, 0.026, 0.032, 0.028
